1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 2.307533629294317379e+00 2.307535405892023217e+00 3.996766511830991853e+00 1.988702727472419163e+00
9.999999778008740181e-01 9.999999948651681070e-01 9.999999834889777839e-01 2.307533578069087543e+00 2.307535394043216836e+00 3.996766445840291393e+00 1.988702809173358732e+00
9.999980046018357438e-01 9.999995840380383472e-01 9.999985310813875872e-01 2.307529024845949461e+00 2.307534446045069298e+00 3.996760640906273032e+00 1.988710020854110194e+00
9.998005209829416984e-01 9.999584924462043833e-01 9.998531809646022950e-01 2.307073324754116861e+00 2.307439625742027989e+00 3.996179710427015142e+00 1.989431185360624355e+00
9.826582270703078104e-01 9.961475134992262559e-01 9.871751412506896139e-01 2.267516905067466837e+00 2.298645656890766720e+00 3.945508545862785432e+00 2.056202650568401680e+00
6.791851702377423861e-01 9.033770714972636506e-01 7.612873939290646375e-01 1.567242620841576395e+00 2.084574577350985614e+00 3.042687961934773977e+00 4.131587758997238957e+00
2.700426054692758870e-01 6.453952014382062785e-01 4.329670258080816625e-01 6.231323934626116223e-01 1.489272278111475334e+00 1.730468109476805516e+00 3.025076285418935029e+01
9.069817717488223852e-02 4.243748477011050069e-01 2.559599620238957596e-01 2.092890939467350331e-01 9.792599864403348509e-01 1.023012204586638996e+00 3.888385291092749299e+02
2.918611668999903860e-02 2.864584820189008396e-01 1.670949870563200046e-01 6.734794577068092813e-02 6.610130895766971326e-01 6.678396485615328837e-01 5.676041766921530325e+03
